ingredient,in_skin_map,in_incidecoder,skin_types,effect,confidence,inci_source,inci_slug,inci_what_it_does,inci_details
palmitoyl dipeptide-5 diaminonhydroxybutyrate,1,0,wrinkle,good,low,,,,
palmitoyl dipeptide-52,1,0,normal,good,medium,,,,
palmitoyl dipeptide-7,1,0,normal,good,medium,,,,
palmitoyl dipeptide-7 maltoside tripeptide-69,1,0,dry; normal,good,medium,,,,
palmitoyl glutamic acid,1,0,normal,good,medium,,,,
palmitoyl glycine,1,0,dry,good,low,,,,
palmitoyl glycitein,1,0,dry; normal,good,medium,,,,
palmitoyl gold of pleasure amino acids,1,0,dry; normal,good,medium,,,,
palmitoyl grape seed extract,1,0,normal,good,medium,,,,
palmitoyl grapevine shoot extract,1,0,normal,good,low,,,,
palmitoyl heptapeptide-18,1,0,wrinkle,good,low,,,,
palmitoyl heptapeptide-27,1,0,normal,good,medium,,,,
palmitoyl heptapeptide-48,1,0,normal,good,medium,,,,
palmitoyl heptapeptide-5,1,0,normal,good,medium,,,,
palmitoyl hexapeptide,1,0,wrinkle,good,low,,,,
palmitoyl hexapeptide-12,1,0,wrinkle,good,medium,,,,
palmitoyl hexapeptide-14,1,0,normal,good,medium,,,,
palmitoyl hexapeptide-15,1,0,normal,good,medium,,,,
palmitoyl hexapeptide-19,1,0,normal,good,medium,,,,
palmitoyl hexapeptide-27 acetate,1,0,dry,good,medium,,,,
palmitoyl hexapeptide-32,1,0,normal,good,medium,,,,
palmitoyl hexapeptide-36,1,0,normal,good,medium,,,,
palmitoyl hexapeptide-52,1,0,wrinkle,good,medium,,,,
palmitoyl hexapeptide-56,1,0,normal,good,medium,,,,
palmitoyl hexapeptide-61,1,0,normal,good,medium,,,,
palmitoyl histidyl d-phenylalanyl arginine,1,0,normal,good,medium,,,,
palmitoyl hyaluronate,1,0,dry,good,medium,,,,
palmitoyl hydrolyzed collagen,1,0,dry,good,medium,,,,
palmitoyl hydrolyzed wheat protein,1,0,dry,good,low,,,,
palmitoyl hydroxproline peptides,1,0,wrinkle,good,low,,,,
palmitoyl hydroxypropylcellulose,1,0,dry,good,medium,,,,
palmitoyl hydroxypropyltrimonium,1,0,wrinkle,good,low,,,,
palmitoyl hydroxypropyltrimonium amylopectin glycerin crosspolymer,1,1,dry; normal,good,high,INCI Decoder,palmitoyl-hydroxypropyltrimonium-amylopectin-glycerin-crosspolymer,,
palmitoyl hydroxypropyltrimonium amylopectin/glycerin crosspolymer,1,0,normal,good,medium,,,,
palmitoyl hydroxypropyltrimonium extract,1,0,dry; sensitive,good,low,,,,
palmitoyl inulin,1,0,dry,good,medium,,,,
palmitoyl lysyl aminovaleroyl lysine,1,0,normal,good,medium,,,,
palmitoyl lysyl s-snail oligopeptide-1 amide acetate,1,0,normal,good,medium,,,,
palmitoyl mare milk,1,0,normal,good,medium,,,,
palmitoyl methoxytryptamine,1,0,normal,good,medium,,,,
palmitoyl millet amino acids,1,0,normal,good,medium,,,,
palmitoyl myristyl serinate,1,0,normal,good,medium,,,,
palmitoyl nonapeptide-6,1,0,normal,good,medium,,,,
palmitoyl oat amino acids,1,0,dry; normal,good,medium,,,,
palmitoyl octapeptide-24,1,0,normal,good,medium,,,,
palmitoyl octapeptide-26,1,0,normal,good,medium,,,,
palmitoyl octapeptide-27 amide,1,0,normal,good,medium,,,,
palmitoyl octapeptide-40,1,0,normal,good,medium,,,,
palmitoyl oligopeptide,1,0,wrinkle,good,medium,,,,
palmitoyl oligopeptide-135,1,0,normal,good,medium,,,,
palmitoyl oligopeptide-70,1,0,dry; normal,good,medium,,,,
palmitoyl oligopeptide-78,1,0,normal,good,medium,,,,
palmitoyl palmitamide mea,1,0,dry; normal,good,medium,,,,
palmitoyl pea amino acids,1,0,normal,good,medium,,,,
palmitoyl pentapeptide-3,1,0,wrinkle,good,medium,,,,
palmitoyl pentapeptide-4,1,0,wrinkle,good,medium,,,,
palmitoyl pentapeptide-5,1,0,normal,good,medium,,,,
palmitoyl pine bark extract,1,0,normal,good,medium,,,,
palmitoyl proline,1,0,dry,good,medium,,,,
palmitoyl quinoa amino acids,1,0,normal,good,medium,,,,
palmitoyl serine/silk amino acids methyl esters,1,0,normal,good,medium,,,,
palmitoyl sh-octapeptide-24 amide,1,0,normal,good,medium,,,,
palmitoyl sh-pentapeptide-4,1,0,normal,good,medium,,,,
palmitoyl sh-polypeptide-109 cholesterol,1,0,normal,good,medium,,,,
palmitoyl sh-tetrapeptide-2 amide,1,0,normal,good,medium,,,,
palmitoyl sh-tripeptide-1 amide,1,0,dry; normal,good,medium,,,,
palmitoyl sh-tripeptide-2 amide,1,0,dry; normal,good,medium,,,,
palmitoyl sh-tripeptide-3 amide,1,0,dry; normal,good,medium,,,,
palmitoyl sh-tripeptide-4 amide,1,0,normal,good,medium,,,,
palmitoyl sh-tripeptide-5 norisoleucyl sh-nonapeptide-1,1,0,normal,good,medium,,,,
palmitoyl tetrapeptide-10,1,0,normal,good,medium,,,,
palmitoyl tetrapeptide-12,1,0,normal,good,medium,,,,
palmitoyl tetrapeptide-3,1,0,wrinkle,good,low,,,,
palmitoyl tetrapeptide-7,1,0,wrinkle,good,medium,,,,
palmitoyl tetrapeptide-72 amide,1,0,wrinkle,good,medium,,,,
palmitoyl tripeptide- 5,1,0,wrinkle,good,low,,,,
palmitoyl tripeptide-1,1,0,wrinkle,good,medium,,,,
palmitoyl tripeptide-1 acetate,1,0,normal,good,medium,,,,
palmitoyl tripeptide-28,1,0,wrinkle,good,low,,,,
palmitoyl tripeptide-29,1,0,normal,good,medium,,,,
palmitoyl tripeptide-31,1,0,normal,good,medium,,,,
palmitoyl tripeptide-36,1,0,normal,good,medium,,,,
palmitoyl tripeptide-37,1,0,normal,good,medium,,,,
palmitoyl tripeptide-38,1,0,pigmentation; wrinkle,good,medium,,,,
palmitoyl tripeptide-4,1,0,normal,good,medium,,,,
palmitoyl tripeptide-40,1,0,normal,good,medium,,,,
palmitoyl tripeptide-42,1,0,normal,good,medium,,,,
palmitoyl tripeptide-5,1,0,wrinkle,good,medium,,,,
palmitoyl tripeptide-5 amidopropyl ascorbyl phosphate hcl,1,0,normal,good,medium,,,,
palmitoyl tripeptide-52 amide,1,0,normal,good,medium,,,,
palmitoyl tripeptide-53 amide,1,0,normal,good,medium,,,,
palmitoyl tripeptide-54 amide,1,0,normal,good,medium,,,,
palmitoyl tripeptide-56,1,0,normal,good,medium,,,,
palmitoyl tripeptide-7 hcl,1,0,normal,good,medium,,,,
palmitoyl tripeptide-71 amide,1,0,normal,good,medium,,,,
palmitoyl tripeptide-8,1,0,wrinkle,good,medium,,,,
palmitoyl tryptamine,1,0,normal,good,medium,,,,
palmitoyloxycaproyl palmitoyloxycapramide mea,1,0,dry; normal,good,medium,,,,
pan-thenol,1,0,,neutral,low,,,,
panax ginseng adventitious root culture oil,1,0,normal,good,medium,,,,
panax ginseng adventitious root extracellular vesicles,1,0,normal,good,medium,,,,
panax ginseng and caffeine,1,0,wrinkle,good,low,,,,
panax ginseng berry extract,1,0,normal,good,medium,,,,
panax ginseng bud extract,1,0,dry; normal,good,medium,,,,
panax ginseng callus culture conditioned media,1,0,normal,good,medium,,,,
panax ginseng callus culture extract,1,0,normal,good,medium,,,,
panax ginseng callus extract,1,0,normal,good,medium,,,,
panax ginseng callus/adventitious root cell,1,0,normal,good,medium,,,,
panax ginseng cell culture extract,1,0,normal,good,medium,,,,
panax ginseng extract,1,0,normal,good,medium,,,,
panax ginseng flower extract,1,0,normal,good,medium,,,,
panax ginseng leaf stem extract,1,0,dry; wrinkle,good,low,,,,
panax ginseng leaf/stem extract,1,0,normal,good,medium,,,,
panax ginseng leaf/stem powder,1,0,normal,good,medium,,,,
panax ginseng meristem cell,1,0,normal,good,medium,,,,
panax ginseng meristem cell culture,1,0,normal,good,medium,,,,
panax ginseng meristem cell extract,1,0,normal,good,medium,,,,
panax ginseng root,1,0,dry,good,medium,,,,
panax ginseng root culture conditioned media,1,0,normal,good,medium,,,,
panax ginseng root extact,1,0,dry,good,low,,,,
panax ginseng root extract,1,0,dry; wrinkle,good,medium,,,,
panax ginseng root extract propanediol,1,0,dry; wrinkle,good,low,,,,
panax ginseng root oil,1,0,normal,good,medium,,,,
panax ginseng root powder,1,0,normal,good,medium,,,,
panax ginseng root protoplasts,1,0,dry,good,medium,,,,
panax ginseng root water,1,0,dry,good,low,,,,
panax ginseng root/liriope muscari extract,1,0,dry; normal,good,medium,,,,
panax ginseng root/royal jelly extract,1,0,normal,good,medium,,,,
panax ginseng root/velvet extract,1,0,normal,good,medium,,,,
panax ginseng seed extract,1,0,normal,good,medium,,,,
panax ginseng seed oil,1,0,dry,good,medium,,,,
panax ginseng seed powder,1,0,normal,good,medium,,,,
panax ginseng sprout extract,1,0,normal,good,medium,,,,
panax japonicus root extract,1,0,dry,good,medium,,,,
panax notoginseng bark extract,1,0,normal,good,medium,,,,
panax notoginseng extract,1,0,normal,good,medium,,,,
panax notoginseng leaf/stem extract,1,0,oily,good,medium,,,,
panax notoginseng root extract,1,0,dry,good,medium,,,,
panax notoginseng root powder,1,0,normal,good,medium,,,,
panax quinquefolium root extract,1,0,normal,good,low,,,,
panax quinquefolius extract,1,0,normal,good,medium,,,,
panax quinquefolius root extract,1,0,oily,good,medium,,,,
pancratium maritimum extract,1,1,normal,good,low,INCI Decoder,pancratium-maritimum-extract,,
pancreatin,1,0,normal,good,medium,,,,
pandanus conoideus fruit oil,1,0,dry; normal,good,medium,,,,
pandanus odoratissimus bract extract,1,0,normal,good,medium,,,,
pandanus odoratissimus flower water,1,0,normal,good,medium,,,,
pandanus tectorius fruit extract,1,0,dry,good,medium,,,,
panduratin a,1,0,normal,good,medium,,,,
pangium edule kernel oil,1,0,dry; normal,good,medium,,,,
panicum milaceum seed extract,1,0,normal,good,low,,,,
panicum miliaceum,1,0,dry,good,medium,,,,
panicum miliaceum extract,1,0,normal,good,medium,,,,
panicum miliaceum seed extract,1,0,normal,good,medium,,,,
panicum miliaceum seed flour,1,0,oily,good,medium,,,,
panicum miliaceum seed oil,1,0,dry; normal,good,medium,,,,
panicum miliaceum sprout extract,1,0,normal,good,medium,,,,
panicum millaceum seed extract,1,0,dry,good,medium,,,,
pansy extract,1,0,sensitive,good,medium,,,,
pantetheine sulfonate,1,0,normal,good,medium,,,,
pantethine,1,0,dry,good,medium,,,,
panthenol,1,0,dry; sensitive,good,medium,,,,
"panthenol ,tocopheryl acetate",1,0,dry; sensitive,good,medium,,,,
panthenol and beta-glucan,1,0,dry; sensitive,good,medium,,,,
"panthenol,allantoin",1,0,dry; sensitive,good,medium,,,,
"panthenol,carbomer",1,0,dry; sensitive,good,medium,,,,
panthenyl ethyl ether,1,0,normal,neutral,low,,,,
panthenyl ethyl ether benzoate,1,0,normal,good,medium,,,,
panthenyl triacetate,1,0,,neutral,low,,,,
pantoea agglomerans extract,1,0,normal,good,medium,,,,
pantoea agglomerans ferment lysate extract,1,0,normal,good,medium,,,,
pantoea agglomerans/wheat flour ferment extract,1,0,normal,good,medium,,,,
pantoea vagans ferment extract filtrate,1,0,normal,good,medium,,,,
pantoea vagans ferment filtrate extract,1,0,normal,good,medium,,,,
pantoea vagans/eryngium maritimum callus ferment extract filtrate,1,0,dry; normal,good,medium,,,,
pantoea/rice bran ferment extract filtrate,1,0,dry; normal,good,medium,,,,
pantolactone,1,0,dry,good,medium,,,,
pantothenamide mea,1,0,normal,good,medium,,,,
pantothenic acid,1,0,dry; sensitive,good,medium,,,,
pantothenic acid/yeast polypeptide,1,0,normal,good,medium,,,,
pantothenoyl dipeptide-13,1,0,normal,good,medium,,,,
papain,1,0,,neutral,low,,,,
papain and bromelain,1,0,sensitive,good,low,,,,
papain beta-glucan,1,0,normal,good,medium,,,,
papain carbomer 1 2-hexanediol caprylyl glycol algin,1,0,dry,good,low,,,,
papain enzyme and cellulose capsules,1,0,,neutral,low,,,,
papain enzymes and salicylic acid,1,0,oily,good,medium,,,,
papaver orientale seed oil,1,0,normal,good,medium,,,,
papaver radicatum callus extract,1,0,dry; normal,good,medium,,,,
papaver rhoeas extract,1,0,normal,good,low,,,,
papaver rhoeas flower extract,1,0,normal,good,medium,,,,
papaver rhoeas flower powder,1,0,normal,good,medium,,,,
papaver rhoeas flower water,1,0,oily,good,medium,,,,
papaver rhoeas petal extract,1,0,dry; sensitive,good,medium,,,,
papaver rhoeas seed,1,0,normal,good,medium,,,,
papaver somniferum seed extract,1,0,normal,good,medium,,,,
papaver somniferum seed oil,1,0,dry,good,medium,,,,
papaya,1,0,oily; pigmentation,good,low,,,,
papaya + pineapple),1,0,oily; pigmentation,good,low,,,,
papaya and pineapple enzymes,1,0,dry,good,low,,,,
papaya and pomegranate enzymes,1,0,dry,good,low,,,,
papaya enzyme,1,0,oily; pigmentation,good,low,,,,
papaya enzyme and algae extract,1,0,dry; sensitive; wrinkle,good,low,,,,
papaya enzyme and green clay,1,0,oily; pigmentation,good,low,,,,
papaya enzymes,1,0,dry,good,low,,,,
papaya enzymes and hydroclay,1,0,dry,good,low,,,,
papaya extract,1,0,normal,good,low,,,,
paphiopedilum maudiae flower extract,1,0,normal,good,medium,,,,
paprika extract,1,0,normal,good,low,,,,
para-aminobenzoic acid,1,0,wrinkle,good,medium,,,,
parachlorella beijerinckii exopolysaccharides,1,0,dry; wrinkle,good,low,,,,
parachlorella beijerinckii extract,1,0,dry,good,medium,,,,
parachlorella kessleri exopolysaccharides,1,0,dry; normal,good,medium,,,,
parachlorella kessleri extract,1,0,dry; normal,good,medium,,,,
paracress extract,1,0,normal,good,low,,,,
paracress flower extract,1,0,normal,good,low,,,,
paradisis peel oil,1,0,dry,good,low,,,,
paraffin,1,0,,neutral,low,,,,
paraffinum liquidum,1,0,dry; oily,good,medium,,,,
paraffinum liquidum (mineral oil,1,0,dry,good,low,,,,
paraffinum liquidum mineral oil,1,0,dry,good,low,,,,
paraffinum liquidum mineral oil huile minerale,1,0,dry,good,low,,,,
paraguay,1,0,normal,neutral,low,,,,
parallelostrombidium siculum extract,1,0,normal,good,medium,,,,
paraxanthine,1,0,normal,good,medium,,,,
parfum,1,1,sensitive,avoid,high,INCI Decoder,parfum,,"Exactly what it sounds: nice smelling stuff put into cosmetic products so that the end product also smells nice. Fragrance in the US and parfum in the EU is a generic term on the ingredient list that is made up of 30 to 50 chemicals on average (but it can have as much as 200 components!).  If you are someone who likes to know what you put on your face then fragrance is not your best friend - there's no way to know what’s really in it.   Also, if your skin is sensitive, fragrance is again not your best friend. It’s the number one cause of contact allergy to cosmetics. It’s definitely a smart thing to avoid with sensitive skin (and fragrance of any type - natural is just as allergic as synthetic, if not worse!).  [more]"
"parfum ,1,2-hexanediol",1,0,,neutral,low,,,,
"parfum ,peg-8",1,0,sensitive,avoid,medium,,,,
"parfum ,sodium stearoyl glutamate",1,0,sensitive,avoid,medium,,,,
parfum fragrance,1,1,sensitive,avoid,high,INCI Decoder,parfum,,"Exactly what it sounds: nice smelling stuff put into cosmetic products so that the end product also smells nice. Fragrance in the US and parfum in the EU is a generic term on the ingredient list that is made up of 30 to 50 chemicals on average (but it can have as much as 200 components!).  If you are someone who likes to know what you put on your face then fragrance is not your best friend - there's no way to know what’s really in it.   Also, if your skin is sensitive, fragrance is again not your best friend. It’s the number one cause of contact allergy to cosmetics. It’s definitely a smart thing to avoid with sensitive skin (and fragrance of any type - natural is just as allergic as synthetic, if not worse!).  [more]"
parfum fragrance •,1,0,sensitive,avoid,medium,,,,
parietaria officinalis extract,1,0,dry; sensitive,good,medium,,,,
parinari curatellifolia oil peg-8 esters,1,0,dry; normal,good,medium,,,,
parinari curatellifolia oil polyglyceryl-6 esters,1,0,dry; normal,good,medium,,,,
parinari curatellifolia seed oil,1,0,dry,good,medium,,,,
parmelia perlata,1,0,normal,neutral,low,,,,
parmelia perlata extract,1,0,dry; sensitive,good,low,,,,
parsol 1789,1,0,wrinkle,good,medium,,,,
parthenium argentatum bark extract,1,0,normal,good,medium,,,,
parthenolide,1,0,normal,good,medium,,,,
pascopyron smithii extract,1,0,normal,good,medium,,,,
passi ora edulis seed oil,1,0,dry,good,low,,,,
passiflora alata callus extract,1,0,dry; normal,good,medium,,,,
passiflora alata leaf extract,1,0,normal,good,medium,,,,
passiflora caerulea flower extract,1,0,normal,good,medium,,,,
passiflora cincinnata seed oil,1,0,normal,good,medium,,,,
passiflora coccinea callus extract,1,0,normal,good,medium,,,,
passiflora edulis callus culture conditioned media,1,0,normal,good,medium,,,,
passiflora edulis extract,1,0,dry; oily; wrinkle,good,medium,,,,
passiflora edulis flower extract,1,0,normal,good,medium,,,,
passiflora edulis fruit,1,0,normal,good,medium,,,,
passiflora edulis fruit extract,1,1,pigmentation; wrinkle,good,low,INCI Decoder,passiflora-edulis-fruit-extract,,
passiflora edulis fruit juice,1,0,normal,good,medium,,,,
passiflora edulis meristem cell extract,1,0,dry,good,medium,,,,
passiflora edulis peel extract,1,0,dry,good,medium,,,,
passiflora edulis seed extract,1,0,normal,good,medium,,,,
passiflora edulis seed oil,1,0,dry; oily; wrinkle,good,medium,,,,
passiflora edulis seed oil/palm oil aminopropanediol esters,1,0,normal,good,medium,,,,
passiflora edulis seed oils peg-8 esters,1,0,normal,good,medium,,,,
passiflora incarnata extract,1,0,oily,good,medium,,,,
passiflora incarnata flower extract,1,0,normal,good,medium,,,,
passiflora incarnata fruit extract,1,1,pigmentation; wrinkle,good,low,INCI Decoder,passiflora-incarnata-fruit-extract,,
passiflora incarnata oil,1,0,dry,good,low,,,,
passiflora incarnata seed oil,1,0,dry,good,low,,,,
passiflora incarnata seed powder,1,0,normal,good,medium,,,,
passiflora incarnata water,1,0,normal,good,medium,,,,
passiflora incarnate fruit extract,1,0,pigmentation; wrinkle,good,low,,,,
passiflora laurifolia flower extract,1,0,normal,good,medium,,,,
passiflora laurifolia fruit extract,1,0,normal,good,medium,,,,
passiflora quadrangularis flower extract,1,0,sensitive,good,medium,,,,
passiflora quadrangularis fruit,1,0,oily,good,medium,,,,
passiflora quadrangularis fruit extract,1,0,sensitive,good,medium,,,,
passiflora quadrangularis fruit juice,1,0,oily,good,medium,,,,
passiflora quadrangularis hull extract,1,0,normal,good,medium,,,,
passion and dragon fruit extracts,1,0,pigmentation; wrinkle,good,low,,,,
